row_index,variety,approval_no,approval_year,level,province,is_hybrid,three_line,two_line,subspecies,season_hint,region_group,yield_2yr_kg_mu,yield_gain_pct,ck,yield_prod_kg_mu,gain_prod_pct,duration_d,duration_diff_d,plant_height_cm,panicles_10k_mu,panicle_len_cm,grains_per_panicle,seed_setting_pct,tgw_g,blast_index_mean,blast_index_max,neck_blast_loss_max_grade,blast_text,blb_grade,blb_text,bph_grade,heat_text,cold_text,head_rice_pct,chalkiness_deg_pct,chalky_grain_pct,amylose_pct,gel_mm,lw_ratio,alkali,quality_grade,quality_std,is_winall,applicant,source_text_len
3211,鄂香优华占,赣审稻2016034,2016.0,省审,赣,True,True,False,,,,576.69,-0.12,天优华占,,,122.7,,100.9,21.0,22.0,164.7,74.0,23.7,,,,高感稻瘟病,,,,,,,,,,70.0,3.5,,1.0,,False,江西汇丰源种业有限公司,438
3212,蓉优918,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟1组,529.22,6.0,冈优725,528.22,5.07,151.6,-1.6,124.7,12.0,26.0,,77.5,30.1,,,,,,,,,,58.2,7.6,30.0,13.8,86.0,2.6,,,,False,成都市农林科学院作物研究所 仲衍种业股份有限公司,533
3213,Ⅱ优999,皖稻2012004,2012.0,省审,皖,True,False,False,,,,,,,,,138.0,,128.0,15.0,,189.0,86.0,28.0,,,,,,,,,,,,,,,,,,,False,,265
3214,圳优7号,湘审稻2011035,2011.0,省审,湘,True,True,False,,晚稻,,505.8,7.32,金优207,,,113.0,,98.2,,,141.7,79.5,26.2,,,,高感稻瘟病,,,,,,66.9,5.6,34.0,21.7,,3.0,6.8,,,False,湖南杂交水稻研究中心,394
3215,里优806,桂审稻2011033,2011.0,省审,桂,True,True,False,,晚稻,,,,博优253,493.14,1.35,111.0,,107.9,16.8,24.4,186.1,74.1,22.7,,,,,,,,,,65.1,4.1,,26.0,64.0,3.0,,,,False,广西桂穗种业有限公司,669
3216,两优817,皖稻2012012,2012.0,省审,皖,False,False,False,,,,,,,,,141.0,,131.0,16.0,,203.0,81.0,27.0,,,,,,,,,,,,,,,,,,,False,,238
3217,深优9789,粤审稻2011035,2011.0,省审,粤,True,True,False,,,,,,种优优122分别,457.8,5.63,109.0,3.0,,,,,75.0,,,,,抗稻瘟病,,感白叶枯病,,,,65.8,4.1,17.0,15.6,,2.8,,3.0,国标,False,广西百色隆源农业科技有限公司,594
3218,潭两优215,湘审稻2012001,2012.0,省审,湘,True,False,True,,早稻,,,,株两优819,,,111.1,,77.9,23.2,,118.5,76.9,25.6,,,,,,,,,,45.8,3.7,37.0,12.2,70.0,3.1,4.0,,,False,湘潭市农业科学研究所,433
3219,Y两优187,粤审稻2011038,2011.0,省审,粤,True,False,True,籼,,,,,种粳籼89分别,441.21,4.11,,,,,,,82.5,,,,,抗稻瘟病,,感白叶枯病,,,,65.0,2.5,10.0,14.1,,3.4,,2.0,国标,False,中国种子集团公司,523
3220,内香6优9号,国审稻2015007,2015.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,618.4,,Ⅱ优838,612.2,8.2,155.9,1.2,112.4,14.9,26.6,164.7,83.4,31.7,4.5,4.5,,感稻瘟病,,,9.0,抽穗期耐热性中等,,47.2,10.2,52.0,21.1,77.0,2.7,,,,False,四川省农业科学院水稻高粱研究所,392
3221,晶两优8612,国审稻20186141,2018.0,国审,,True,False,True,籼,双季,华南感光晚籼组,497.9,6.35,博优998,508.51,9.7,117.4,,109.1,16.2,24.3,178.1,79.6,25.0,,,3.0,中抗稻瘟病,,感白叶枯病,,,,67.1,4.1,19.0,16.7,73.0,3.1,,3.0,《食用稻品种品质》,False,,429
3222,株两优10,湘审稻2011003,2011.0,省审,湘,True,False,True,,早稻,,492.2,6.12,株两优819,,,111.7,,86.1,22.75,,120.1,73.5,28.3,,,,高感稻瘟病,,,,,,57.2,17.6,98.0,26.4,35.0,3.2,3.0,,,False,株洲市农业科学研究所,438
3223,Y两优1号,粤审稻2015047,2015.0,省审,粤,True,False,True,,,,,,种粤晶丝苗2号,508.36,15.89,,,,,,,81.6,,,,,中感稻瘟病,,感白叶枯病,,,,60.4,1.7,16.0,15.3,,3.1,,3.0,国标,False,湖南杂交水稻研究中心,573
3224,特优7571,桂审稻2013006,2013.0,省审,桂,True,True,False,籼,早稻,桂南稻作区早稻迟熟组,,,,582.8,1.81,123.0,,125.3,16.1,24.3,163.1,82.1,27.5,6.5,6.5,,感稻瘟病,,高感白叶枯病,,,,60.6,15.2,,21.9,55.0,2.5,,,,False,广西农业科学院水稻研究所,499
3225,金优6530,湘审稻2011037,2011.0,省审,湘,True,True,False,,晚稻,,,,金优207,,,110.4,,110.8,18.1,,150.4,79.2,27.8,,,,高感稻瘟病,,,,,,59.9,7.2,38.0,21.4,60.0,3.2,4.9,,,False,湖南省水稻研究所,420
3226,广两优18,豫审稻2013002,2013.0,省审,豫,True,False,True,籼,中籼,,,6.2,Ⅱ优838,,,147.0,,,,,195.2,85.0,,,,,,,,,,,,,,,,,,,,False,四川嘉禾种子有限公司,321
3227,泰丰优807,桂审稻2011032,2011.0,省审,桂,True,True,False,,晚稻,,,,博优253,532.31,3.3,117.0,,119.7,18.7,24.4,153.9,78.5,22.7,,,,,,,,,,66.2,5.2,,22.0,72.0,3.3,,,,False,广西五泰种子有限公司,571
3228,乐优 966,国审稻20216193,2021.0,国审,,True,True,False,籼,双季,长江中下游晚籼早熟组,,,,610.6,6.0,118.6,,107.1,19.9,22.6,163.9,83.7,26.5,,,7.0,感稻瘟病,5.0,中感白叶枯病,9.0,,耐冷性较弱,65.7,0.8,,,74.3,3.2,6.8,2.0,,False,,526
3229,科香优56,湘审稻2011032,2011.0,省审,湘,True,True,False,,晚稻,,502.4,6.76,金优207,,,112.3,,112.0,21.9,,106.7,80.0,27.5,,,,高感稻瘟病,,,,,,53.0,14.3,76.0,22.2,50.0,3.4,6.9,,,False,湖南科裕隆种业有限公司,416
3230,E两优476,鄂审稻2016006,2016.0,省审,鄂,True,False,True,籼,中稻,,,,,,,136.2,-1.1,121.3,16.2,24.1,167.5,87.3,31.13,2.3,2.3,1.0,抗稻瘟病,5.0,中感白叶枯病,,,,,,,,,,,,,False,,347
3231,美香两优晶丝,国审稻20200255,2020.0,国审,,True,False,True,籼,双季,长江中下游晚籼中迟熟组,559.22,3.7,天优华占,603.44,2.76,115.6,,109.5,19.7,22.0,,83.2,25.4,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,,耐冷性一般,60.5,0.7,,15.6,61.0,3.8,6.6,2.0,《食用稻品种品质》,False,安徽春禾种业有限公司,442
3232,蓉18优2348,国审稻2015006,2015.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,609.9,,Ⅱ优838,605.2,6.8,151.5,-3.4,109.9,14.8,25.5,172.8,83.3,30.5,4.2,4.2,,中感稻瘟病,,,9.0,抽穗期耐热性较强,,52.4,4.2,21.0,15.4,79.0,2.8,,3.0,《优质稻谷》,False,四川众智种业科技有限公司,409
3233,深优9594,粤审稻2014014,2014.0,省审,粤,True,True,False,,,,,,种优优128,519.7,7.66,,,,,,,81.8,,,,,中感稻瘟病,,中感白叶枯病,,,,29.3,7.8,48.0,22.0,,3.2,,,,False,深圳市兆农农业科技有限公司、广东兆华种业有限公司,577
3234,淮稻 40,国审稻20210428,2021.0,国审,,False,False,False,粳,,黄淮粳稻组,669.4,5.63,,,8.07,148.6,,91.8,21.2,15.5,141.5,91.0,26.5,,,5.0,中感稻瘟病,5.0,中感白叶枯病,,,,74.1,4.3,,14.9,68.0,1.7,6.5,3.0,《食用稻品种品质》,False,,508
3235,粤禾丝苗,赣审稻20170041,2017.0,省审,赣,True,False,False,,,,,,天优华占,,,123.1,,94.6,19.0,22.1,154.3,84.9,23.1,,,,高感稻瘟病,,,,,,,,,,60.0,3.1,,2.0,,False,江西国穗种业有限公司,348
3236,丰两优晚三,皖稻2010023,2010.0,省审,皖,False,False,False,,,,,,,,,117.0,,104.0,21.0,,,81.0,23.0,,,,,,,,,,,,,,,,,,,False,,260
3237,华粳8号,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
3238,三澳占,粤审稻2011029,2011.0,省审,粤,False,False,False,籼,,,,,种粳籼89,378.44,4.44,,,,,,,86.5,18.6,,,,抗稻瘟病,,中抗白叶枯病,,,,73.2,0.6,2.0,17.4,,3.6,,1.0,国标,False,佛山市农业科学研究所,543
3239,盐粳16号,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
3240,科两优901,粤审稻2011037,2011.0,省审,粤,True,False,True,籼,,,,,种粳籼89分别,404.38,4.58,,,,,,,76.8,,,,,中感稻瘟病,,中感白叶枯病,,,,69.6,5.0,20.0,15.0,,3.7,,3.0,国标,False,湛江元丰农业科技有限公司,546
3241,徽两优粤禾丝苗,国审稻20206106,2020.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,673.52,5.47,丰两优四号,667.22,4.2,130.7,,117.9,17.1,24.3,205.7,88.4,25.0,,,5.0,中感稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性较强,,65.1,0.5,,15.2,76.0,3.2,5.4,3.0,《食用稻品种品质》,False,西科农业集团股份有限公司,454
3242,深优5105,湘审稻2014016,2014.0,省审,湘,True,True,False,,晚稻,,530.53,4.68,岳优9113,,,116.7,,105.8,17.9,,140.4,83.0,29.4,,,,,4.0,,,,,61.9,6.0,47.5,15.1,76.0,3.0,3.6,,,False,湖南亚华种业科学研究院,417
3243,鄂丰丝苗,赣审稻20180025,2018.0,省审,赣,True,False,False,,,,560.8,-4.52,Y两优1号,,,127.4,,108.5,19.1,24.5,177.6,85.8,20.6,,,,高感稻瘟病,,,,,,,,,,90.0,3.5,,3.0,,False,江西农业大学农学院、武汉亘谷源生态农业科技有限公司,437
3244,万象优337,赣审稻20180033,2018.0,省审,赣,True,True,False,,,,570.61,7.88,金优207,,,109.7,,95.7,23.5,21.1,137.0,82.2,23.6,,,,高感稻瘟病,,,,,,,,,,60.0,3.8,,3.0,,False,江西红一种业科技股份有限公司、江西省超级水稻研究发展中心,432
3245,浙优18（原名：浙优818）,浙审稻2012020,2012.0,省审,浙,False,True,False,,单季,,,,甬优9号,672.4,5.3,153.6,1.0,122.0,13.0,20.5,306.1,76.3,23.2,,,,,,,,,,67.3,5.0,34.0,14.7,70.0,2.0,,,部颁,False,浙江省农业科学院作物与核技术利用研究所、浙江农科种业有限公司、中国科学院上海生命科学研究院,550
3246,健优388（区试名称：黔优388）,黔审稻2010003,2010.0,省审,黔,True,True,False,籼,,,626.34,5.14,,592.21,0.33,,,110.3,14.9,,,80.8,31.6,,,,,,,,,耐冷性鉴定为较强,58.4,6.1,68.0,22.2,52.0,2.9,,,,False,,484
3247,泸优华占,国审稻2015015,2015.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,638.2,,丰两优四号,620.3,6.4,134.7,-0.1,115.9,18.8,24.4,198.0,79.5,23.1,3.4,3.4,,中感稻瘟病,5.0,中感白叶枯病,7.0,抽穗期耐热性中等,,60.4,3.3,19.0,13.4,83.0,3.1,,,,False,江西先农种业有限公司,407
3248,中1优188,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟7组,550.77,4.25,冈优725,557.6,3.27,146.8,-1.4,117.0,14.0,26.3,,78.9,28.4,,,,,,,,,,42.1,11.3,69.0,22.4,58.0,3.0,,,,False,四川华丰种业有限责任公司、中国水稻研究所、乐山市农业科学研究院,489
3249,广优498,国审稻2013009,2013.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,594.7,,Ⅱ优838,612.2,5.6,158.4,0.2,110.2,14.4,24.6,166.1,80.5,32.6,3.8,3.8,,感稻瘟病,,,9.0,抽穗期耐热性一般,耐冷性一般,57.4,7.1,41.0,21.5,82.0,2.6,,,,False,四川农业大学水稻研究所,405
3250,两优6188,皖稻2013004,2013.0,省审,皖,False,False,True,,,,,,,,,136.0,,126.0,15.0,,191.0,83.0,29.0,,,,,,,,,,,,,,,,,,,False,,230
3251,陆两优173,国审稻2014003,2014.0,国审,,True,False,True,籼,双季,早籼早中熟组,477.8,,株两优819,487.4,3.0,110.7,2.0,88.0,21.4,19.5,,84.6,27.8,3.5,3.5,,中感稻瘟病,5.0,,9.0,,,54.0,14.6,86.0,19.8,53.0,3.1,,,,False,中国水稻研究所,408
3252,科优21,,,,,True,True,False,籼,中籼,,,,Ⅱ优838,,,,0.3,,13.94,,,87.66,26.84,,,,,,,,,,,,,,,,,,,False,湖南科裕隆种业有限公司,260
3253,荃两优851,国审稻20196110,2019.0,国审,,True,False,True,籼,中稻,,650.87,6.85,丰两优四号,642.7,5.27,132.2,-0.7,123.1,16.1,23.9,212.6,82.4,24.3,,,5.0,中感稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性3级,,68.9,1.8,,16.2,69.0,3.1,,2.0,《食用稻品种品质》,True,安徽荃银高科种业股份有限公司,455
3254,Y两优263,湘审稻2013009,2013.0,省审,湘,True,False,True,,中稻,,653.64,7.47,Y两优1号,,,141.3,,117.2,15.66,,183.36,84.94,26.89,,,,,,,,,,66.2,2.6,24.0,14.2,90.0,3.0,5.0,,,False,怀化职业技术学院、湖南永益农业科技发展有限公司、湖南杂交水稻研究中心,454
3255,毕粳杂2035（区试名称：BJ-1A/ZC2035）,黔审稻2010020,2010.0,省审,黔,True,True,False,粳,,,507.2,10.7,,479.8,5.4,,,87.9,21.8,,,72.3,24.7,,,,,,,,,,,,,,,,,,,False,,276
3256,川谷优918,国审稻2013004,2013.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,606.7,,Ⅱ优838,629.2,9.3,160.2,2.1,116.0,14.5,26.1,175.2,79.0,31.4,3.4,3.4,,中感稻瘟病,,,9.0,,,56.3,10.5,52.0,22.6,82.0,2.8,,,,False,四川农业大学水稻研究所、四川高地种业有限公司,388
3257,冈优94-11,,,,,True,True,False,籼,中籼,,,,Ⅱ优838,,,,-0.5,,15.32,,,87.77,26.83,,,,,,,,,,,,,,,,,,,False,内江杂交水稻科技开发中心,255
3258,内2优111,国审稻2012026,2012.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,572.8,,Ⅱ优838,576.9,3.9,134.8,1.2,115.2,15.2,26.5,164.9,79.1,31.3,5.5,5.5,,高感稻瘟病,7.0,感白叶枯病,7.0,抽穗期耐热性一般,,57.7,8.9,43.3,14.3,75.0,2.9,,,,False,中国水稻研究所,412
3259,徽两优香丝苗,国审稻20210162,2021.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,656.05,0.82,丰两优四号,627.36,3.23,132.1,,119.9,17.4,24.4,194.0,87.2,24.8,,,3.0,中抗稻瘟病,7.0,感白叶枯病,9.0,,,55.4,0.4,,,78.0,3.3,5.3,,,False,,502
3260,荃优 879,国审稻20210358,2021.0,国审,,True,True,False,籼,双季,华南感光晚籼组,502.38,5.36,,,3.49,114.2,,104.3,15.3,24.3,187.3,79.0,28.2,,,3.0,中抗稻瘟病,5.0,,9.0,,,57.3,2.3,,15.4,60.0,3.0,7.0,2.0,《食用稻品种品质》,False,,524
3261,圣丰2优651,国审稻2012020,2012.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,584.1,,Ⅱ优838,589.6,6.4,137.7,3.8,125.7,17.3,25.6,159.3,80.7,28.6,4.8,4.8,,感稻瘟病,7.0,,9.0,抽穗期耐热性较差,,49.9,12.2,51.5,13.8,81.0,2.6,,,,False,福建省南平市农业科学研究所,411
3262,内5优263,湘审稻2012011,2012.0,省审,湘,True,True,False,,中稻,,633.69,4.8,两优培九,,,137.5,,117.5,16.7,,175.9,80.4,30.2,,,,,,,,,,52.5,2.9,29.0,15.2,85.0,3.3,3.8,,,False,怀化职业技术学院、湖南永益农业科技发展有限公司,426
3263,广两优192,黔审稻2010009,2010.0,省审,黔,True,False,True,籼,,,592.92,2.6,,579.0,1.45,,,109.5,15.9,,,74.4,27.6,,,,,,,,,耐冷性鉴定为中等,70.6,3.0,30.0,19.2,81.0,3.0,,3.0,国标,False,,463
3264,宜香优196,国审稻2015009,2015.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,611.0,,Ⅱ优838,616.2,8.7,154.3,-0.4,116.5,14.3,27.2,174.9,79.7,32.8,5.8,5.8,,感稻瘟病,,,9.0,抽穗期耐热性中等,,53.3,8.7,57.0,16.6,76.0,2.9,,,,False,贵州卓豪农业科技有限公司,391
3265,泸优11,桂审稻2011002,2011.0,省审,桂,True,True,False,,早稻,,,,金优207,477.94,13.99,123.0,,106.2,17.8,24.0,140.9,80.9,27.1,,,,,,,,,,53.2,5.5,,13.0,86.0,2.8,,,,False,四川省农业科学院水稻高粱研究所，四川川种种业有限责任公司,628
3266,岳优华占,国审稻2013030,2013.0,国审,,True,True,False,籼,双季,长江中下游晚籼早熟组,514.9,,金优207,502.3,5.5,118.0,2.1,98.2,24.9,22.6,129.5,74.8,23.1,4.3,4.3,,高感稻瘟病,5.0,中感白叶枯病,9.0,,耐冷性弱,56.6,4.8,29.0,17.1,59.0,3.4,,3.0,《优质稻谷》,False,江西先农种业有限公司,421
3267,Y两优17,国审稻20170052,2017.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,674.7,,丰两优四号,598.1,7.0,141.3,4.0,119.4,15.1,27.5,226.1,82.5,24.8,,,,感稻瘟病,5.0,中感白叶枯病,9.0,,,62.2,0.7,6.0,15.8,80.0,2.8,,3.0,《优质稻谷》,False,,422
3268,临稻21号,,,,,True,False,False,,,,669.6,6.8,临稻10号,659.7,7.1,151.7,,95.3,24.0,16.5,,87.8,26.2,,,,中抗稻瘟病,,,,,,72.5,1.3,9.0,16.3,76.0,,,2.0,国标,False,临沂市农业科学院。,401
3269,奥富A,湘审稻2011043,2011.0,省审,湘,True,True,False,籼,,,,,,,,106.0,,67.2,,,,62.5,,,,,,5.0,,,,,,1.0,,19.4,77.0,3.4,5.8,,,False,湖南怀化奥谱隆作物育种工程研究所,441
3270,旌1优华珍,国审稻20170002,2017.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,641.4,,F优498,597.1,4.6,153.8,1.0,113.2,15.3,24.4,183.9,84.1,28.6,,,,感稻瘟病,,,9.0,,,60.9,0.6,5.0,18.9,85.0,3.2,,1.0,《优质稻谷》,False,,404
3271,吉优390,湘审稻2016002,2016.0,省审,湘,True,True,False,籼,中稻,,622.4,5.8,T优272,,,136.0,3.0,106.6,16.1,,178.0,86.0,26.4,,,,,7.0,,,,,63.3,4.2,22.0,16.8,60.0,3.3,6.7,,,False,湖南金稻种业有限公司，广东省农业科学院水稻研究所,407
3272,晶两优丝占,赣审稻20180020,2018.0,省审,赣,True,False,True,,,,618.92,4.35,Y两优1号,,,129.5,,120.9,19.2,22.2,179.6,83.7,22.8,,,,高感稻瘟病,,,,,,,,,,90.0,3.2,,,,False,江西科源种业有限公司、袁隆平农业高科技股份有限公司、江西科为农作物研究所,433
3273,瑞优3399,国审稻2014035,2014.0,国审,,True,True,False,籼,中稻,武陵山区中籼组,644.4,,Ⅱ优264,580.6,4.4,149.6,-0.5,111.4,17.2,23.6,,84.3,29.4,2.3,2.3,,中抗稻瘟病,,,,,耐冷性中感,48.6,10.0,60.0,20.3,52.0,3.1,,,,False,四川科瑞种业有限公司,370
3274,荃优 596,国审稻20216098,2021.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,655.6,6.36,丰两优四号,,,129.9,,122.7,14.1,25.6,215.9,86.0,28.8,,,5.0,中感稻瘟病,9.0,高感白叶枯病,9.0,抽穗期耐热性较强,,72.9,1.5,,15.4,78.0,2.4,7.0,2.0,,False,,522
3275,博Ⅲ优869,桂审稻2011025,2011.0,省审,桂,True,True,False,,晚稻,,,,博优253,510.7,2.67,112.0,,114.6,18.5,23.0,140.7,84.9,22.0,,,,,,,,,,70.6,1.5,,19.8,60.0,2.6,,,,False,广西万禾种业有限公司,554
3276,安优5819,黔审稻2014013,2014.0,省审,黔,True,True,False,籼,,,617.77,7.9,（组内平均值）,584.81,2.31,156.8,,95.2,15.7,23.6,,83.7,28.9,,,,,,,,,耐冷性自然鉴定20,55.4,4.7,52.0,15.5,78.0,3.0,,,,False,,540
3277,蓉优908,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟5组,524.55,5.0,冈优725,538.32,3.01,152.2,,122.2,13.6,25.3,,76.6,28.4,,,,,,,,,,54.7,7.2,40.0,14.1,75.0,3.0,,,,False,四川省农业科学院生物技术核技术研究所、成都市农林科学院作物研究所、四川田丰农业科技发展有限公司,518
3278,泰优航1573,赣审稻2016028,2016.0,省审,赣,True,True,False,,,,548.4,-0.74,天优998,,,121.0,,101.9,22.2,22.0,146.5,78.6,23.2,,,,高感稻瘟病,,,,,,,,,,50.0,3.8,,2.0,,False,江西省农业科学院水稻研究所,454
3279,湘陵750S,湘审稻2011050,2011.0,省审,湘,True,False,True,籼,,,,,,,,,,72.0,,,,50.0,26.0,,,,,5.0,,,,,67.4,0.2,5.0,11.8,88.0,3.3,3.2,,,False,袁隆平农业高科技股份有限公司、湖南亚华种业科学研究院,476
3280,全优3301,国审稻2013035,2013.0,国审,,True,True,False,籼,中稻,武陵山区中籼组,600.5,2.0,全优527,618.7,6.3,147.6,-2.2,114.8,16.7,21.4,158.7,84.6,29.3,2.0,2.0,,中抗稻瘟病,,,,,耐冷性一般,57.2,3.5,44.0,21.6,43.0,3.0,,,,False,福建省农业科学院生物技术研究所,405
3281,晶两优华占,国审稻2016022,2016.0,国审,,True,False,True,籼,中稻,长江上游中籼迟熟组,612.2,,Ⅱ优838,628.8,8.7,157.6,2.2,106.9,16.6,24.7,195.0,80.7,24.6,,,,中抗稻瘟病,,,9.0,,耐冷性表现为敏感,67.4,2.5,16.0,15.5,67.0,3.0,,3.0,《优质稻谷》,False,,419
3282,荃两优 2118,国审稻20210020,2021.0,国审,,True,False,True,籼,双季,华南早籼组,668.46,6.15,天优华占,556.9,7.2,120.2,,114.5,17.9,22.6,195.8,84.7,25.4,,,5.0,中感稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性较强,耐冷性较强,64.4,0.7,,14.3,74.0,3.2,6.6,1.0,《食用稻品种品质》,False,,1023
3283,西优19,渝审稻2011006,2011.0,省审,渝,True,True,False,籼,中籼,,,,Ⅱ优838,565.65,4.8,,-2.4,,13.95,,,86.41,29.34,,,,,,,,,,,,,,,,,,,False,西南大学,322
3284,万丰优 107,国审稻20210303,2021.0,国审,,True,True,False,籼,,长江中下游麦茬籼稻组,701.05,7.69,,,6.62,123.0,,109.4,16.9,23.9,,84.9,23.0,,,7.0,感稻瘟病,7.0,,9.0,,,62.2,0.7,,15.3,76.7,3.0,6.8,2.0,《食用稻品种品质》,False,,525
3285,G两优1号,湘审稻2015011,2015.0,省审,湘,True,False,True,籼,中稻,,605.23,4.37,,,,137.2,,114.6,13.8,,187.7,82.7,28.0,,,,,6.0,,,,,63.6,6.5,28.0,14.4,85.0,3.2,4.3,,,False,湖南永益农业科技发展有限公司、温州市农业科学研究院,441
3286,隆两优华占,国审稻2015026,2015.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,646.7,,丰两优四号,625.9,6.5,140.1,2.0,121.1,18.1,24.5,193.0,81.9,23.8,2.2,2.2,,中感稻瘟病,5.0,中感白叶枯病,7.0,抽穗期耐热性中等,,66.0,1.1,6.0,14.2,83.0,3.1,,,,False,袁隆平农业高科技股份有限公司、中国水稻研究所,406
3287,广两优1128,国审稻2015019,2015.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,627.4,,丰两优四号,609.8,4.8,135.4,0.1,125.8,14.4,25.2,210.9,78.4,28.7,4.8,4.8,,感稻瘟病,5.0,中感白叶枯病,7.0,抽穗期耐热性中等,,51.1,6.3,45.0,15.5,76.0,3.2,,,,False,袁隆平农业高科技股份有限公司、湖南杂交水稻研究中心,409
3288,川香317,,,,,True,True,False,籼,中籼,,,,Ⅱ优838,,,,1.0,,14.7,,,88.76,28.16,,,,,,,,,,,,,,,,,,,False,四川省农科院作物所、四川天宇种业有限责任公司,255
3289,乐优58（区试名称：黔南702）,黔审稻2010004,2010.0,省审,黔,True,True,False,籼,,,616.35,4.96,,589.16,6.2,,,111.9,14.7,,,82.0,29.3,,,,,,,,,耐冷性鉴定为较强,68.2,7.6,85.0,22.4,52.0,2.9,,,,False,,444
3290,糯优6211（区试名称：糯杂6211）,黔审稻2010015,2010.0,省审,黔,True,True,False,籼,,,552.24,20.53,,,,,,113.49,13.66,,,83.8,29.5,,,,,,,,,,,,,,,,,,,False,,237
3291,博优1167,桂审稻2011029,2011.0,省审,桂,True,True,False,,晚稻,,,,博优253,538.99,6.56,117.0,,120.5,18.6,23.0,144.3,84.1,23.0,,,,,,,,,,70.4,2.2,,24.5,76.0,2.5,,,,False,钦州市农业科学研究所,572
3292,忠优6761,渝审稻2011007,2011.0,省审,渝,True,True,False,籼,中籼,,,,Ⅱ优838,567.97,5.23,,-0.5,,13.88,,,84.96,25.33,,,,,,,,,,,,,,,,,,,False,重庆皇华种子有限公司,324
3293,深两优571,皖稻2016004,2016.0,省审,皖,False,False,False,,,,,,,,,137.0,,115.0,19.0,,175.0,86.0,25.0,,,,,,,,,,,,,,,,,,,False,,237
3294,武运粳80,苏审稻20170007,2017.0,省审,苏,False,False,False,粳,,,679.6,4.36,扬育粳2号,688.9,4.1,156.4,,96.4,20.7,,,91.8,26.1,,,,,,中感白叶枯病,,,,75.2,0.9,,15.7,70.0,,,1.0,国标,False,,445
3295,创两优276,国审稻20170037,2017.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,638.4,,丰两优四号,593.7,6.2,137.4,-2.1,111.9,16.4,23.4,206.4,82.7,23.6,,,,高感稻瘟病,7.0,感白叶枯病,7.0,,,60.3,3.9,22.0,22.3,83.0,3.1,,3.0,《优质稻谷》,False,,422
3296,五优613,粤审稻2011032,2011.0,省审,粤,True,True,False,,,,,,种优优122分别,453.77,4.7,,,,,21.8,,71.7,,,,,中感稻瘟病,,感白叶枯病,,,,66.7,4.0,12.0,16.1,,3.0,,3.0,国标,False,广东省农业科学院水稻研究所、广东省金稻种业有限公司,543
3297,正优958,桂审稻2011031,2011.0,省审,桂,True,True,False,,晚稻,,,,博优253,527.32,3.93,117.0,,119.4,18.4,24.5,135.5,83.9,24.8,,,,,,,,,,69.7,1.1,,18.3,58.0,2.6,,,,False,,593
3298,农粳301,蒙审稻2011002,2011.0,省审,蒙,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,公主岭市农联水稻研究所有限公司、九台市惠农种业有限公司,42
3299,冈香828,,,,,True,True,False,籼,中籼,,,,Ⅱ优838,,,,-1.5,,14.82,,,88.11,28.55,,,,,,,,,,,,,,,,,,,False,雅安市山州种业有限责任公司、四川农业大学水稻研究所,252
3300,荃优851,国审稻20206219,2020.0,国审,,True,True,False,籼,双季,华南感光晚籼组,485.13,2.37,博优998,482.08,3.76,118.9,,99.8,16.2,22.9,147.6,76.6,27.2,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性一般,,56.3,0.8,,15.5,64.0,3.3,6.6,2.0,《食用稻品种品质》,True,安徽荃银高科种业股份有限公司,860
