row_index,variety_name,品种名称,品种来源,特征特性,审定编号,选育单位,作物种类,产量表现,栽培技术要点,申请者,育种者,适宜种植区域
21,Y两优302,Y两优302,Y58S×F302,该品种属籼型两系杂交水稻。在长江中下游作一季中稻种植，全生育期平均136.5天，比对照Ⅱ优838长2.3天。株型紧凑，叶姿挺直，叶缘内卷，熟期转色好，叶鞘无色，柱头白色，稃尖无色，有短顶芒，每亩有效穗数16.5万穗，株高131.9厘米，穗长26.6厘米，每穗总粒数178.1粒，结实率84.1%，千粒重26.5克。抗性：稻瘟病综合指数5.0级，穗瘟损失率最高级9级；白叶枯病7级；褐飞虱9级；抽穗期耐热性弱。米质主要指标：整精米率65.2%，长宽比2.8，垩白粒率17%，垩白度2.9%，胶稠度74毫米，直链淀粉含量16.2%，达到国家《优质稻谷》标准2级。,国审稻2010022,长沙年丰种业有限公司,,2008年参加长江中下游中籼迟熟组品种区域试验，平均亩产611.1千克，比对照Ⅱ优838增产6.8%（极显著）；2009年续试，平均亩产595.1千克，比对照Ⅱ优838增产7.4%（极显著）。两年区域试验平均亩产603.1千克，比对照Ⅱ优838增产7.1%，增产点比率92.9%。2009年生产试验，平均亩产579.3千克，比对照Ⅱ优838增产6.4%。,1.育秧：适时播种，大田每亩用种量1千克，培育多蘖壮秧。2.移栽：秧龄30天内移栽，栽插密度16.7厘米×30厘米或20厘米×26.7厘米，每亩栽插1.2～1.5万穴，每穴栽插2苗。3.肥水管理：每亩纯氮不超过12千克，氮、磷、钾配合施肥，增施钾肥，基蘖肥和穗肥比例以6:4为宜。每亩总苗数达到15万后及时晒田，后期间歇灌溉，倒3叶期复水重施穗肥，抽穗后保持湿润，收获前5天断水。4.病虫防治：注意及时防治稻瘟病、白叶枯病、纹枯病、螟虫、稻曲病、稻飞虱等病虫害。,,,
22,玉针香,玉针香,天龙香103/R4015,该品种属常规中熟晚籼，在我省作双季晚稻栽培，全生育期114天左右。株高119 厘米左右，株型适中。叶鞘、稃尖无色，落色好。省区试结果：每亩有效穗28.1万穗，每穗总粒数115.8粒，结实率81.1%，千粒重28.0克。抗性：稻瘟病抗性综合指数8.2，白叶枯病抗性7级，高感稻瘟病，感白叶枯病；耐寒能力较强。米质：糙米率80.0%，精米率65.7%，整精米率55.8%，粒长8.8毫米，长宽比4.9，垩白粒率3%，垩白度0.4%，透明度1级，碱消值6级，胶稠度86毫米，直链淀粉含量16.0%。在2006年湖南省第六次优质稻品种评选中被评为一等优质稻品种。,湘审稻2009038,湖南省水稻研究所、 湖南金健米业股份有限公司,水稻,2007年省区试平均亩产426.38公斤，比对照金优207减产1.34%，不显著；2008年续试平均亩产461.56公斤，比对照减产7.15%，极显著。两年区试平均亩产443.97公斤，比对照减产4.25%，日产量3.89公斤，比对照低0.31公斤。,,,,
23,深两优5814,深两优5814,,该组合属中籼迟熟两系杂交水稻。在亩栽秧1.2万窝的密度下作中稻种植，海拔400米以下区域全生育期155-171天，400米以上147-174天，平均162.5天，比对照Ⅱ优838长1.2天。株高平均118.3厘米，剑叶直立，叶色较绿，分蘖力强。亩有效穗数15.50万穗，穗平着粒数176.1粒，结实率87.08%，千粒重26.33克。,,国家杂交水稻工程技术研究中心、清华深圳龙岗研究所,,两年引种试验，10个点次增产，2个点次减产，产量变幅508.0-589.4公斤，平均亩产552.75公斤，比对照Ⅱ优838增产5.21%。两年试验增产点率83.3%。,,,,
24,金粳818,金粳818,津稻9618/津稻1007,粳型常规水稻品种。黄淮稻区种植，全生育期155.4天，比对照徐稻3号短1.5天。株高101.1厘米，穗长15.5厘米，亩有效穗数20.5万穗，穗粒数136.2粒，结实率87.4%，千粒重23.5克。抗性：稻瘟病综合抗性指数4.1，穗颈瘟损失率最高级3级，条纹叶枯病最高发病率6.9%；中抗稻瘟病，抗条纹叶枯病。米质主要指标：整精米率68.4%，垩白粒率19.8%，垩白度1.9%，直链淀粉含量17.8%，胶稠度80毫米，达到国家《优质稻谷》标准2级。,国审稻2014046,,,2010年参加黄淮粳稻组区域试验，平均亩产593.0千克，比对照徐稻3号增产3.2%；2011年续试，平均亩产597.4千克，比徐稻3号增产1.7%；两年区域试验平均亩产595.3千克，比徐稻3号增产2.5%。2012年生产试验，平均亩产684.1千克，比徐稻3号增产3.6%。,1.适时播种，培育带蘖壮秧。2.秧龄35天左右，栽插株行距26.6厘米×13.3厘米，每穴栽3-4株。3.氮、磷、钾、锌肥配合使用。4.干湿交替，确保有效穗20万左右。5.播前药剂浸种，防治干尖线虫病和恶苗病；注意及时防治水稻黑条矮缩病等病虫害。,天津市水稻研究所,天津市水稻研究所,
25,隆两优534,隆两优534,隆科638S×R534,籼型两系杂交水稻品种。华南作晚稻种植，全生育期118.7天，比博优对照998长3.5天。亩有效穗数17.4万，株高108.4厘米，穗长22.2厘米，穗粒数162.6粒，结实率82.2%，千粒重24.6克。抗性：稻瘟病综合指数3.1，穗瘟损失率最高级3级；白叶枯病9级；褐飞虱7级；中抗稻瘟病，高感白叶枯病，感褐飞虱。米质：整精米率63.7%，长宽比3.3，垩白粒率16.3%，垩白度3.8%，胶稠度82毫米，直链淀粉含量15.0%，达到国家《优质稻谷》标准3级。,国审稻2016603,,,"2014年参加华南感光晚籼组区域试验，平均亩产526.52千克，比对照博优998增产9.86%，达极显著水平,增产点比例90.5%；2015年续试平均亩产494.63千克，比博优998增产10.35%，达极显著水平，增产点比例82.6%；两年区试平均亩产510.58千克，比博优998增产10.57%，增产点比例88.5%；2015年生产试验平均亩产489.19千克，比博优998增产13.53%，增产点比例88.9%。",1.适时播种。一般7月上中旬播种，每亩大田亩用种量1.5千克，每亩秧田播种量15千克，稀播培育壮秧；2.秧龄20天左右（抛秧3.5－4叶），栽插规格16.7厘米×20厘米，每蔸栽2粒谷苗，每亩插足7-8万基本苗。3.需肥水平中等，一般亩施25%水稻专用复混肥35千克作底肥，栽后5-7天结合施用除草剂，亩追施尿素6-8千克，幼穗分化初期亩施氯化钾7.5千克，后期看苗适当补施穗肥。4.浅水活蔸，分蘖期干湿相间促分蘖，当每亩总苗数达到25万时，及时落水晒田，严控无效分蘖，提高成穗率。孕穗期至抽穗期保持田间有浅水。灌浆期干干湿湿，保持根系活力。切忌落水过早，以免根系和叶片早衰，影响米质。5.坚持强氯精浸种，预防恶苗病等种子带菌病害的发生。大田期根据病虫预报，及时施药防治二化螟、稻纵卷叶螟、稻飞虱、白叶枯病、纹枯病等病虫害。,,,
26,欣荣优华占,欣荣优华占,欣荣A×华占,该品种属三系杂交迟熟晚稻。省区试结果：在我省作双季晚稻栽培，全生育期118.2天。株高103.3厘米，该组合熟期适宜，丰产性好，稳定性好。株型适中，生长势强，植株整齐度整齐，叶姿直立，叶鞘、稃尖紫红色，无芒，叶下禾，后期落色好。每亩有效穗20.5万穗，每穗总粒数152.0粒，结实率81.6%，千粒重23.9克。抗性：叶瘟3.8级，穗颈瘟6.0级，稻瘟病抗性综合指数4.0。白叶枯病抗性7级，稻曲病抗性7级，耐低温能力中等。米质：出糙率81.8％，精米率72.6%，整精米率69.6 %，粒长6.3毫米，粒型长宽比3.0，垩白粒率20 %，垩白度2.8%，胶稠度80毫米，碱消值3.0级，透明度2级，直链淀粉含量15.0%。,湘审稻2013024,中国水稻研究所、湖南金色农华种业科技有限公司,水稻,2011年省区试平均亩产529.77公斤，比对照天优华占增产5.00%，增产极显著；2012年省区试平均亩产555.48公斤，比对照增产3.0%，增产极显著；两年区试平均亩产542.63公斤，比对照增产4.00%，日产量4.60公斤，比对照高0.30公斤。,,,,
27,深两优862,深两优862,深08S×R5662,籼型两系杂交水稻品种。在长江中下游作一季中稻种植，全生育期134.0天，比对照丰两优四号短1.2天。株高111.1厘米，穗长25.0厘米，每亩有效穗数18.1万穗，每穗总粒数179.9粒，结实率85.1%，千粒重24.6克。抗性：稻瘟病综合指数4.7，穗瘟损失率最高级7级；白叶枯病5级；褐飞虱7级；抽穗期耐热性较强；感稻瘟病，中感白叶枯病，感褐飞虱。米质主要指标：整精米率53.5%，长宽比3.2，垩白粒率14%，垩白度1.9%，胶稠度76毫米，直链淀粉含量11.5%。,国审稻2015035,,,2012年参加长江中下游中籼迟熟组区域试验，平均亩产630.3千克，比对照丰两优四号增产6.7%；2013年续试，平均亩产629.7千克，比丰两优四号增产6.2%；两年区域试验平均亩产630.0千克，比丰两优四号增产6.4%。2014年生产试验，平均亩产607.9千克，比丰两优四号增产3.7%。,1.适时播种，大田亩用种量1.0千克，培育壮秧。2.秧龄25～30天，栽插规格20×26.7厘米，每穴栽插2粒谷苗。3.基肥足、蘖肥速、穗肥饱、粒肥巧，亩施纯氮17千克，氮、磷、钾肥配合施用。4.够苗晒田，有水孕穗，湿润灌浆，后期不要断水过早。5.注意防治稻瘟病，及时防治螟虫、稻飞虱等病虫害。,南昌市德民农业科技有限公司、临湘市兆农科技研发中心,江苏明天种业科技有限公司、南昌市德民农业科技有限公司、临湘市兆农科技研发中心,
28,晶两优1212,晶两优1212,晶4155S×R1212,籼型两系杂交水稻品种。华南作晚稻种植，全生育期116.9天，比对照博优998长1.8天。亩有效穗数17.3万，株高104.2厘米，穗长23.0厘米，穗总粒数156.6粒，结实率87.9%，千粒重24.2克。抗性：稻瘟病综合指数4.0，穗瘟损失率最高级5级；白叶枯病7级；褐飞虱9级；中感稻瘟病，感白叶枯病、高感褐飞虱。米质：整精米率66.7%，长宽比3.2，垩白粒率9.7%，垩白度1.8%，胶稠度74毫米，直链淀粉含量15.1%，达到国家《优质稻谷》标准3级。,国审稻2016601,,,2014年参加华南感光晚籼组区域试验，平均亩产526.52千克，比对照博优998增产10.98%，达极显著水平，增产点比例85.7%；2015年续试平均亩产494.63千克，比博优998增产10.15%，达极显著水平，增产点比例91.3%；两年区试平均亩产510.58千克，比博优998增产10.57%，增产点比例88.5%；2015年生产试验平均亩产494.17千克，比博优998增产14.08%，增产点比例88.9%。,1.适时播种。一般7月上中旬播种，每亩大田亩用种量1.5千克，每亩秧田播种量15千克，稀播培育壮秧；2.秧龄20天左右（抛秧3.5－4叶），栽插规格16.7厘米×20厘米，每蔸栽2粒谷苗，每亩插足7万至8万基本苗。3.需肥水平中等，一般亩施25%水稻专用复混肥35千克作底肥，栽后5-7天结合施用除草剂，亩追施尿素6-8千克，幼穗分化初期亩施氯化钾7.5千克，后期看苗适当补施穗肥。4.浅水活蔸，分蘖期干湿相间促分蘖，当每亩总苗数达到25万时，及时落水晒田，控制无效分蘖，提高成穗率。孕穗期至抽穗期保持田间有浅水。灌浆期干干湿湿，保持根系活力。切忌落水过早，以免根系和叶片早衰，影响米质。5.坚持强氯精浸种，预防恶苗病等种子带菌病害的发生。大田期根据病虫预报，及时施药防治二化螟、稻纵卷叶螟、稻飞虱、白叶枯病、纹枯病等病虫害。稻瘟病重发区注意施药防治稻瘟病。,,,
29,Y两优1998,Y两优1998,Y58S×新恢1998,该品种属两系杂交迟熟中稻。省区试结果：全生育期140.4天。株高120.1厘米，株型紧凑，生长势中等，叶姿直立，叶鞘绿色，稃尖秆黄色，短顶芒，叶下禾，后期落色好。每亩有效穗14.4万穗，每穗总粒数211粒，结实率81.6%，千粒重25.2克。抗性：叶瘟4.2级，穗颈瘟5.7级，稻瘟病抗性综合指数4.0级，白叶枯病3级，稻曲病4级，耐高温能力较强，耐低温能力中等。米质：糙米率80.0%、精米率70.1%、整精米率64.0%，粒长6.6毫米，长宽比3.0，垩白粒率29%，垩白度2.3%，透明度2级，碱消值4.2级，胶稠度87毫米，直链淀粉含量14.0%。,湘审稻2014007,湖南希望种业科技股份有限公司,水稻,2012年省区试平均亩产643.93公斤，比对照Y两优1号增产3.0%，增产显著。2013年省区试平均亩产604.79公斤，比对照增产3.38%，增产显著。两年区试平均亩产624.36公斤，比对照增产3.19%，日产量4.45公斤，比对照高0.15公斤。,在湖南作中稻种植，一般在4月中下旬播种，秧田每亩播种量8～10公斤，大田每亩用种量1.0公斤，培育多蘖壮秧。移栽秧龄控制在28天以内，种植密度20厘米×26厘米，每亩插足8～10万基本苗。施肥宜采用中等氮肥，高磷、钾肥的施肥原则。浸种时坚持强氯精消毒，注意防治稻瘟病、稻曲病、稻蓟马、稻飞虱和螟虫等病虫害。,,,
30,黄华占,黄华占,黄新占/丰华占,属杂交选育成的优质常规稻品种。全生育期105-124天，比特籼占25（CK）早熟1-2天。亩有效穗数约17.98万，株高93.1cm，平均穗长21.0cm，平均每穗总粒数118.0粒，结实率85.0%，千粒重23.9克。主要农艺性状：植株较矮，株型适中，群体整齐好，分蘖力弱，穗粒结构协调，结实率高，后期熟色尚可，米质经检测达国优二级。人工接种鉴定感苗瘟，中抗白叶枯，田间种植穗颈瘟从无到中度发生。,琼审稻2008010,广东省农业科学院水稻研究所,稻,"2006年晚造首次参加我省区试，平均亩产445.33公斤，比特籼占25（CK）增产3.76%，达显著水平，日产量3.96公斤；2007年晚造续试，平均亩产384.14公斤，比特籼占25（CK3）减产0.96%，未达显著水平，比II优128（CK2）增产20.60%，达极显著水平，比博II优15（CK1）增产4.22%，达显著水平，日产量3.21公斤；生产试验平均亩产319.37公斤, 比特籼占25（CK）增产8.15%。",1、适时播种，培育壮秧：根据当地习惯与特籼占25同期播种；2、适时移栽，合理密植：早造秧龄28-30天；晚造16-20天；每亩秧田播种量15-20千克，每亩大田用种量2千克左右，大田栽植株行距16.67×20cm，亩插2万穴，每穴栽2-3苗；3、科学肥水管理：施足基肥，早施追肥。及时晒田控蘖，后期实行湿润灌溉，抽穗扬花后不要脱水过早，保证充分结实灌浆；4、注意防治病虫害：防治三化螟、稻蓟马等危害。,,,
31,丰两优香一号,丰两优香一号,广占63S×丰香恢一号,该品种属籼型两系杂交水稻。在长江中下游作一季中稻种植全生育期平均130.2天，比对照Ⅱ优838早熟3.5天。株型紧凑，剑叶挺直，熟期转色好，每亩有效穗数16.2万穗，株高116.9厘米，穗长23.8厘米，每穗总粒数168.6粒，结实率82.0%，千粒重27.0克。抗性：稻瘟病综合指数7.3级，穗瘟损失率最高9级；白叶枯病平均6级，最高7级。米质主要指标：整精米率61.9%，长宽比3.0，垩白粒率36%，垩白度4.1%，胶稠度58毫米，直链淀粉含量16.3%。,国审稻2007017,合肥丰乐种业股份有限公司,,2005年参加长江中下游中籼迟熟组品种区域试验，平均亩产548.32公斤，比对照Ⅱ优838增产5.56%（极显著）；2006年续试，平均亩产589.08公斤，比对照Ⅱ优838增产6.76%（极显著）；两年区域试验平均亩产568.70公斤，比对照Ⅱ优838增产6.17%。2006年生产试验，平均亩产570.31公斤，比对照Ⅱ优838增产7.80%。,1.育秧：适时播种，采取旱秧或湿润育秧，培育多蘖壮秧。2.移栽：秧龄30天移栽，合理密植，中上等肥力田块栽插规格为16.7厘米×26.7厘米，每亩栽足1.5万穴；中等及偏下肥力田块适当增加密度。3.肥水管理：大田每亩施肥总量14～18公斤纯氮（相当于农家肥20担，尿素16～18公斤或碳氨45～50公斤）、磷肥40～50公斤、钾肥15公斤。施肥总量的60%做基面肥，移栽活棵后每亩追施5～8公斤尿素促分蘖，孕穗至破口期每亩追施3～5公斤尿素作穗粒肥。科学管水，采取“浅水栽秧、寸水活棵、薄水分蘖、够苗搁田、深水抽穗、后期干干湿湿”的灌溉方式。4.病虫防治：注意及时防治稻瘟病、白叶枯病、稻曲病等病虫害。,,,
32,丰两优香一号,丰两优香一号,广占63S×丰香恢一号,该品种属籼型两系杂交水稻。在长江中下游作一季中稻种植全生育期平均130.2天，比对照Ⅱ优838早熟3.5天。株型紧凑，剑叶挺直，熟期转色好，每亩有效穗数16.2万穗，株高116.9厘米，穗长23.8厘米，每穗总粒数168.6粒，结实率82.0%，千粒重27.0克。抗性：稻瘟病综合指数7.3级，穗瘟损失率最高9级；白叶枯病平均6级，最高7级。米质主要指标：整精米率61.9%，长宽比3.0，垩白粒率36%，垩白度4.1%，胶稠度58毫米，直链淀粉含量16.3%。,国审稻2007017,合肥丰乐种业股份有限公司,,2005年参加长江中下游中籼迟熟组品种区域试验，平均亩产548.32公斤，比对照Ⅱ优838增产5.56%（极显著）；2006年续试，平均亩产589.08公斤，比对照Ⅱ优838增产6.76%（极显著）；两年区域试验平均亩产568.70公斤，比对照Ⅱ优838增产6.17%。2006年生产试验，平均亩产570.31公斤，比对照Ⅱ优838增产7.80%。,1.育秧：适时播种，采取旱秧或湿润育秧，培育多蘖壮秧。2.移栽：秧龄30天移栽，合理密植，中上等肥力田块栽插规格为16.7厘米×26.7厘米，每亩栽足1.5万穴；中等及偏下肥力田块适当增加密度。3.肥水管理：大田每亩施肥总量14～18公斤纯氮（相当于农家肥20担，尿素16～18公斤或碳氨45～50公斤）、磷肥40～50公斤、钾肥15公斤。施肥总量的60%做基面肥，移栽活棵后每亩追施5～8公斤尿素促分蘖，孕穗至破口期每亩追施3～5公斤尿素作穗粒肥。科学管水，采取“浅水栽秧、寸水活棵、薄水分蘖、够苗搁田、深水抽穗、后期干干湿湿”的灌溉方式。4.病虫防治：注意及时防治稻瘟病、白叶枯病、稻曲病等病虫害。,,,
